SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LONG_DEG,LAT_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
S98_03243,RIP1213,4/3/1998,89.399,23.409,1974,STW,53,Khulna,Magura,Magura Sadar,Jagdal,Jagla,4555754473,106,< 0.04,0.03,0.438,94.9,< 0.008,< 0.02,< 0.008,5.25,3.2,0.003,25.3,0.138,20.2,1,20.1,< 0.2,0.305,< 0.006,< 0.008
S98_03865,RIP1954,29/08/1998,90.323,22.831,1995,STW,21,Barisal,Barisal,Babuganj,Kendarpur,Pasch. bhutardia,1060354778,106,0.04,< 0.1,0.104,101,< 0.003,< 0.002,< 0.008,0.462,4.3,0.004,22,1.05,16.1,0.4,17.6,19.2,0.316,< 0.002,0.03
S98_02790,RIP0091,21/10/1998,90.13,23.893,1995,STW,38,Dhaka,Dhaka,Dhamrai,Nannar,Chaona,3261465,107,0.06,0.04,0.176,119,< 0.008,< 0.02,< 0.008,10.2,5.3,0.005,42.5,1.25,23,1.1,22.3,0.3,0.561,0.007,< 0.008
S98_02808,RIP0113,23/04/1998,90.139,23.595,1992,STW,63,Dhaka,Dhaka,Dohar,Sutarpara,Ghata,3261884317,107,< 0.04,0.05,0.25,103,< 0.008,< 0.02,< 0.008,7.11,6.7,0.004,49.1,0.127,45,1.6,20.5,0.3,0.5,< 0.006,0.01
S98_03256,RIP1228,12/4/1998,89.081,23.119,1985,STW,35,Khulna,Jessore,Jhikargachha,Jhikargachha,Hariadhara,4412347377,107,< 0.04,0.03,0.162,132,< 0.008,< 0.02,< 0.008,1.99,4,< 0.003,33.3,0.876,7.9,0.7,15.4,< 0.2,0.386,< 0.006,< 0.008
S98_03261,RIP1233,12/4/1998,89.074,22.979,1996,STW,40,Khulna,Jessore,Jhikargachha,Bakra,Bakra,4412305093,107,0.05,0.03,0.188,77.9,< 0.008,< 0.02,< 0.008,3.01,2.2,0.005,18.9,0.077,13.7,0.9,19.1,< 0.2,0.28,0.006,0.008
S98_03511,RIP1532,27/04/1998,90.153,22.971,1992,STW,15,Barisal,Barisal,Agailjhara,Bakal,Manasi phulasri,1060215588,107,< 0.04,0.25,0.034,30.6,< 0.008,< 0.02,< 0.008,1.68,7.3,< 0.003,19.3,0.044,263,3.9,20.7,< 0.2,0.189,< 0.006,< 0.008
S98_03773,RIP1839,13/05/1998,90.283,23.348,1990,STW,20,Dhaka,Shariatpur,Zanjira,Sener Char,Sener Char,3869487913,107,0.06,< 0.1,0.229,156,< 0.003,< 0.002,< 0.008,2.33,6.3,0.005,31.6,2.12,13.7,0.2,15.7,0.8,0.521,< 0.002,0.045
S98_04346,RIP3307,16/05/1998,91.255,22.945,1988,STW,12,Chittagong,Noakhali,Senbagh,Mohammadpur,Rsjarampur,2758076834,107,0.05,< 0.1,0.015,39.5,< 0.003,< 0.002,< 0.008,2.06,13.2,0.009,78.3,2.16,20.5,0.3,28.3,6.7,0.35,< 0.002,0.693
S98_03059,RIP0648,11/6/1998,90.501,23.472,1996,STW,51,Dhaka,Munshiganj,Tongibari,Jashalong,Chotokewar,3599463284,108,< 0.04,0.06,0.164,84.7,< 0.008,< 0.02,< 0.008,13.2,6.1,< 0.003,26.7,0.148,90.5,0.9,22.4,2.6,0.368,< 0.006,0.046
S98_03111,RIP1059,27/03/1998,89.122,22.685,1998,DTW,223,Khulna,Satkhira,Satkhira Sadar,Dhulihar,Dhulihar,4878254319,108,< 0.04,0.13,0.134,173,< 0.008,< 0.02,< 0.008,2.68,7.8,0.012,61.6,0.045,319,0.4,20.4,< 0.2,1.01,< 0.006,0.012
S98_03201,RIP1162,28/03/1998,89.143,22.765,1992,STW,38,Khulna,Satkhira,Tala,Sarulia,Shakdaha,4879079868,108,< 0.04,0.07,0.384,156,< 0.008,< 0.02,< 0.008,6.09,9.6,0.005,71.1,0.175,45.5,1.3,29.6,< 0.2,0.721,< 0.006,< 0.008
S98_03714,RIP1770,13/05/1998,90.475,23.262,1994,STW,28,Dhaka,Shariatpur,Naria,Dingamanik,Dingamanik,3866537341,108,0.04,0.2,0.085,52.4,< 0.003,< 0.002,< 0.008,3.8,8.9,0.006,38.5,0.062,166,2.8,20,6.7,0.3,< 0.002,0.013
S98_04139,RIP3072,27/04/1998,91.331,23.125,1997,STW,15,Chittagong,Comilla,Chauddagram,Jaghanathdighi,Baghanathdighi,2193147105,108,0.02,< 0.1,0.011,20.6,< 0.003,< 0.002,< 0.008,15.4,4.4,0.009,17.7,0.676,16,0.7,24.7,0.4,0.156,< 0.002,0.019
S98_02473,RIP1029,27/03/1998,89.038,22.811,1985,STW,34,Khulna,Satkhira,Satkhira Sadar,Jhaodanga,Jhaodanga,4878267401,109,< 0.04,0.03,0.238,114,< 0.008,< 0.02,< 0.008,7.03,3.5,0.003,26.3,0.064,16.6,0.8,20.4,0.2,0.343,< 0.006,< 0.008
S98_03090,RIP1035,23/03/1998,89.634,22.87,1991,STW,24,Khulna,Khulna,Terokhada,Ajugara,Khairbaria,4479413545,109,< 0.04,0.07,0.136,79.6,< 0.008,< 0.02,< 0.008,2.84,4.7,0.004,28.9,0.034,66.9,1.9,19,< 0.2,0.33,< 0.006,< 0.008
S99_06078,RIP6078,22/05/1999,90.6342,24.759,1967,HTW,39.6,Dhaka,Mymensingh,Gouripur,Achintapur,Bakarkona,3612304034,109,0.01,< 0.1,0.071,24.5,< 0.003,< 0.002,< 0.008,6.93,1.9,< 0.004,7.35,1.18,8.9,1.2,21.3,0.3,0.0961,< 0.002,0.023
S98_03007,RIP0523,4/6/1998,91.153,23.84,1989,STW,74,Chittagong,Brahamanbaria,Akhaura,Dharkhar,Dharkhar,2120257408,110,< 0.04,0.1,0.151,45.6,< 0.008,< 0.02,< 0.008,3.41,8.8,< 0.003,54.2,0.212,55.2,0.8,12.2,0.4,0.525,< 0.006,< 0.008
S98_03660,RIP1707,6/5/1998,89.953,22.713,1994,STW,19,Barisal,Pirojpur,Nazirpur,Sekhmatia,Pas.C.Baichakati,1797663757,110,0.04,0.2,0.045,54.5,< 0.003,< 0.002,< 0.008,2.13,5.5,0.009,16.5,0.057,361,2,26,4.1,0.2,< 0.002,0.012
S98_04116,RIP3045,30/04/1998,91.204,23.079,1993,STW,15,Chittagong,Comilla,Nangalkot,Daulkhar,Daulkhar,2198751291,110,0.06,< 0.1,0.009,34.2,< 0.003,< 0.002,< 0.008,0.87,11.8,< 0.004,49,0.456,23,0.9,16.1,0.5,0.234,< 0.002,0.008
S98_04140,RIP3073,27/04/1998,91.286,23.142,1989,STW,22,Chittagong,Comilla,Chauddagram,Cheora,Dheora,2193119320,110,0.02,< 0.1,0.006,19.9,< 0.003,< 0.002,< 0.008,1.07,3.3,0.004,17.1,0.596,16.3,0.4,22.7,2.7,0.093,< 0.002,0.247
S99_04086,RIP4086,28/05/1999,90.4476,25.0903,1998,TARA,69.5,Dhaka,Mymensingh,Dhobaura,Baghber,Munsirhat,3611610654,110,0.06,< 0.1,0.061,31.9,< 0.003,< 0.002,< 0.008,0.819,1.5,0.005,10.5,0.652,54.1,1.4,20.7,2.6,0.198,< 0.002,0.105
S98_02496,RIP1227,12/4/1998,89.042,23.17,1973,STW,45,Khulna,Jessore,Jhikargachha,Magura,Mohammadpur,4412353608,111,< 0.04,0.02,0.391,145,< 0.008,< 0.02,< 0.008,4.11,3.8,< 0.003,33.1,0.638,21.6,0.3,14.5,14.6,0.445,< 0.006,0.009
S98_03023,RIP0605,9/6/1998,90.305,23.478,1993,STW,56,Dhaka,Munshiganj,Lohajang,Haldia,Uttar haldia,3594439968,111,0.05,0.09,0.12,68.2,< 0.008,< 0.02,< 0.008,4.04,5.6,0.003,43.7,0.122,42.3,0.6,19.8,0.3,0.375,< 0.006,0.752
S98_03717,RIP1773,13/05/1998,90.393,23.271,1985,STW,24,Dhaka,Shariatpur,Naria,Fatejangpur,Sirangal,3866544934,111,0.05,< 0.1,0.12,132,< 0.003,< 0.002,< 0.008,10.6,5.4,0.005,32,0.223,24.1,1.9,27.3,< 0.2,0.464,< 0.002,0.015
S98_03610,RIP1649,11/5/1998,90.16,23.378,1937,STW,21,Dhaka,Madaripur,Shibchar,Panch Char,Bara Bahadurpur,3548773116,113,< 0.04,0.03,0.027,60.2,< 0.008,< 0.02,< 0.008,0.54,3.4,< 0.003,19.1,0.016,14.9,< 0.2,17.6,< 0.2,0.282,< 0.006,< 0.008
S99_07113,RIP7113,29/05/1999,89.8859,25.2348,1991,HTW,26.8,Dhaka,Jamalpur,Bakshiganj,Battarjore,Battarjore,3390707134,113,< 0.01,0.1,0.065,26,< 0.003,< 0.002,< 0.008,15,3.9,< 0.004,6.88,4.6,6.1,1.1,24.6,11,0.173,< 0.002,0.023
S98_02474,RIP1031,23/03/1998,89.668,22.932,1994,STW,26,Khulna,Khulna,Terokhada,Terokhada,Terokhada,4479481994,114,< 0.04,0.11,0.107,72,< 0.008,< 0.02,< 0.008,2.31,4.1,0.003,17.3,0.039,201,2.4,19.4,1,0.27,< 0.006,< 0.008
S98_04133,RIP3065,26/04/1998,91.041,23.577,1993,STW,29,Chittagong,Comilla,Debidwar,Fatehbad,Katehbad,2194047550,114,0.02,0.2,0.017,24.1,< 0.003,< 0.002,< 0.008,1.86,12.1,0.005,40.7,0.1,44,1.4,20.6,0.3,0.235,< 0.002,0.009
S98_04223,RIP3167,2/5/1998,91.057,23.327,1985,STW,24,Chittagong,Comilla,Barura,Galimpur,Jalimpur,2190944456,114,0.02,0.2,0.007,26,< 0.003,< 0.002,< 0.008,1.48,10.5,< 0.004,51.3,0.106,31.2,2.3,15.2,0.4,0.203,< 0.002,0.012
S98_04359,RIP3321,17/05/1998,91.404,23.011,1991,STW,22,Chittagong,Feni,Feni Sadar,Paurashava w01,Masterpara,2302938442,114,0.13,< 0.1,0.023,46.6,< 0.003,< 0.002,< 0.008,6.9,8,0.015,53.7,2.87,73.2,0.6,26.5,8.8,0.379,< 0.002,0.265
S98_02674,RIP3035,29/04/1998,90.76,23.769,1994,STW,28,Chittagong,Brahamanbaria,Banchharampur,D. Banchharampur,Char chhayani,2120414204,115,< 0.04,0.05,0.306,87.6,< 0.008,< 0.02,< 0.008,2.5,71.3,< 0.003,36.5,1.5,45.5,0.8,15.8,42.1,0.429,< 0.006,0.015
S98_04130,RIP3062,26/04/1998,90.991,23.607,1992,STW,29,Chittagong,Comilla,Debidwar,Debidwar,Debidwar,2194029317,115,0.08,< 0.1,0.021,38.9,< 0.003,< 0.002,< 0.008,4.28,6.3,< 0.004,35.1,0.353,14.2,0.8,24.8,0.4,0.261,< 0.002,0.013
S98_04136,RIP3068,26/04/1998,91.007,23.532,1996,STW,28,Chittagong,Comilla,Debidwar,Uttar Barkamta,Jttar Barkamta,2194017931,115,0.04,< 0.1,0.016,32.8,< 0.003,< 0.002,< 0.008,6.86,8.2,0.004,31.7,0.3,17,1.1,25.4,0.6,0.264,< 0.002,0.029
S99_05089,RIP5089,25/05/1999,89.9563,24.9887,1996,HTW,13.7,Dhaka,Sherpur,Sherpur Sadar,Char Mocharia,Mokshedpur,3898827732,115,0.04,< 0.1,0.074,37,< 0.003,< 0.002,< 0.008,8.21,4.5,< 0.004,13.1,1.54,14.4,1.7,19.3,0.2,0.144,< 0.002,0.016
S99_05073,RIP5073,21/05/1999,91.006,24.9389,1998,HTW,103.9,Sylhet,Sunamganj,Dharmapasha,Shellbrosh,Bir (south),6903276221,116,0.03,< 0.1,0.089,19.6,< 0.003,< 0.002,< 0.008,0.812,1.9,< 0.004,8.69,0.139,95.8,0.9,16.3,0.3,0.146,< 0.002,0.024
S98_04333,RIP3292,13/05/1998,91.187,22.906,1998,STW,13,Chittagong,Noakhali,Begumganj,Kadirpur,Kadirpur,2750763445,117,0.04,0.1,0.016,51.2,< 0.003,< 0.002,< 0.008,1.89,8.9,< 0.004,55,2.11,28.4,0.4,23.7,1.4,0.33,< 0.002,0.045
S98_02591,RIP3017,27/04/1998,91.007,23.489,1984,DTW,125,Chittagong,Comilla,Chandina,Pasc. Chandina,Casc. Chandina,2192747213,118,< 0.04,0.14,0.013,21.4,< 0.008,< 0.02,< 0.008,0.471,4,0.006,13.3,0.333,159,1.5,20.8,2.7,0.169,< 0.006,0.009
S99_07201,RIP7201,10/6/1999,89.6436,24.5904,1995,HTW,14,Rajshahi,Sirajganj,Sirajganj Sadar,Ratankandi,Chuk Bahuka,5887860220,118,0.06,< 0.1,0.057,58,< 0.003,< 0.002,< 0.008,9.49,3.2,< 0.004,16,1.61,7.6,1.5,24.2,< 0.2,0.155,< 0.002,0.018
S98_03377,RIP1381,16/04/1998,88.749,23.498,1980,STW,45,Khulna,Chuadanga,Damurhuda,Darsana,Chhota Baldia,4183123242,119,< 0.04,0.03,0.246,95.1,< 0.008,< 0.02,< 0.008,4.08,3.3,0.004,25.2,0.208,14.1,0.6,16.8,< 0.2,0.345,< 0.006,< 0.008
S98_03787,RIP1854,16/05/1998,89.872,23.316,1982,STW,53,Dhaka,Gopalganj,Muksudpur,Tengrakhola,Gopinathpur,3355889392,119,0.03,< 0.1,0.097,108,< 0.003,< 0.002,< 0.008,3.06,3.9,< 0.004,45.6,0.055,36.2,2.1,20.1,0.7,0.478,< 0.002,0.013
S98_04370,RIP3334,19/05/1998,91.344,22.995,1990,STW,20,Chittagong,Feni,Daganbhuiyan,Jailashkara,Jailashkara,2302538462,119,0.02,0.1,0.011,18.2,< 0.003,< 0.002,< 0.008,6.86,5.1,< 0.004,23.4,0.423,45.7,0.6,24.3,1.9,0.185,< 0.002,0.011
S98_02669,RIP0608,10/6/1998,90.607,23.542,1983,STW,13,Dhaka,Munshiganj,Gazaria,Gazaria,Goshairchar,3592442408,120,< 0.04,0.02,0.043,52,< 0.008,< 0.02,< 0.008,3.86,3.4,< 0.003,12.5,0.912,8.1,2.2,17.7,< 0.2,0.18,< 0.006,0.011
S98_03378,RIP1382,16/04/1998,88.658,23.617,1979,STW,40,Khulna,Chuadanga,Damurhuda,Kapasdanga,Harirampur,4183159459,120,< 0.04,0.03,0.178,125,< 0.008,< 0.02,< 0.008,1.07,3.2,0.004,27.4,0.356,16.4,0.2,16.2,12.9,0.372,< 0.006,< 0.008
S98_03857,RIP1937,28/04/1998,90.526,22.764,1988,STW,20,Barisal,Barisal,Mehendiganj,Char gopalpur,Gazir char,1066255406,120,0.06,< 0.1,0.188,172,< 0.003,< 0.002,< 0.008,1.46,6.9,0.007,37.8,1.07,116,0.2,16.6,1.4,0.568,< 0.002,0.029
S99_07148,RIP7148,2/6/1999,90.8357,24.1292,1998,HTW,29,Dhaka,Narsingdi,Belabo,Binyabaid,Char Bhagber,3680725227,120,0.01,< 0.1,0.056,42.4,0.009,0.005,0.017,3.83,1.9,< 0.004,13.2,2.72,21.8,0.8,27.1,2.3,0.27,0.003,0.044
S98_02481,RIP1076,25/03/1998,89.706,22.778,1994,STW,39,Khulna,Bagerhat,Fakirhat,Bahirdia Mansa,Attaka,4013410014,121,< 0.04,0.03,0.128,116,< 0.008,< 0.02,< 0.008,0.352,3.2,0.004,23.7,0.719,16.5,0.3,15.9,2.4,0.296,< 0.006,0.016
S98_03271,RIP1245,14/04/1998,89.306,23.13,1988,STW,62,Khulna,Jessore,Jessore Sadar,Narendrapur,Hatbila,4414783438,121,< 0.01,0.06,0.155,72.1,< 0.003,0.002,< 0.008,2.94,1.8,0.014,25.7,0.406,119,0.4,17.8,1,0.326,< 0.002,0.008
S98_03786,RIP1853,14/05/1998,89.86,23.043,1995,STW,24,Dhaka,Gopalganj,Gopalganj Sadar,Durgapur,Katarbari,3353217517,121,0.06,0.2,0.267,115,< 0.003,< 0.002,< 0.008,2.02,30.4,0.007,43.4,0.116,103,0.6,18.8,2.8,0.646,< 0.002,0.014
S98_04395,RIP3365,19/05/1998,91.365,22.913,1990,STW,18,Chittagong,Feni,Sonagazi,Bagadana,Paikpara,2309419798,121,0.05,0.7,0.041,83.8,0.004,< 0.002,< 0.008,3.54,30.4,0.024,151,0.506,1060,0.7,16.6,1.3,0.96,0.002,0.039
S99_04017,RIP4017,11/5/1999,90.8043,24.4041,1993,HTW,33.5,Dhaka,Kishoreganj,Kishoreganj Sadar,Jasodal,Jasodal,3484943409,121,0.05,0.1,0.102,53.1,< 0.003,< 0.002,< 0.008,4.55,5.7,< 0.004,34,0.061,167,0.7,14.2,0.5,0.468,< 0.002,0.015
S98_03780,RIP1847,14/05/1998,89.763,23.063,1989,STW,39,Dhaka,Gopalganj,Gopalganj Sadar,Paikkandi,Tebaria,3353269932,122,0.06,< 0.1,0.189,181,< 0.003,< 0.002,< 0.008,5.13,18.4,0.006,34.9,0.786,18.5,0.2,16,< 0.2,0.455,< 0.002,0.018
S98_04198,RIP3140,5/5/1998,90.831,23.169,1994,STW,18,Chittagong,Chandpur,Faridganj,Purba Gupti,Narikeltala,2134553702,123,0.05,< 0.1,0.018,36.2,< 0.003,< 0.002,< 0.008,2.81,6.3,0.005,42.7,0.083,31.8,2.2,29.2,4.6,0.218,< 0.002,0.017
S98_02484,RIP1104,31/03/1998,89.748,22.824,1995,STW,34,Khulna,Bagerhat,Mollahat,Gaola,Gaola,4015647365,124,< 0.04,0.04,0.226,131,< 0.008,< 0.02,< 0.008,13.4,3.7,0.004,34.7,0.128,33.5,1.2,23.4,1.1,0.413,< 0.006,0.008
S98_03711,RIP1766,12/5/1998,90.419,23.189,1991,STW,39,Dhaka,Shariatpur,Bhedarganj,Chaygaon,Lakarta,3861425612,124,0.03,< 0.1,0.092,56.4,< 0.003,< 0.002,< 0.008,8.33,5.9,0.006,35.6,0.102,45.2,2.2,33,0.2,0.383,< 0.002,0.013
S98_04335,RIP3295,14/05/1998,90.933,23.065,1996,STW,12,Chittagong,Noakhali,Chatkhil,Parkote,Dashgharia,2751066188,124,0.17,0.2,0.012,26.6,< 0.003,< 0.002,< 0.008,0.354,13.7,0.004,35,0.713,42.2,0.4,19.2,0.9,0.202,< 0.002,0.021
S99_07062,RIP7062,20/05/1999,91.0838,24.7509,1988,HTW,78.6,Dhaka,Netrokona,Khaliajuri,Chakua,Faridpur,3723813638,125,0.02,0.2,0.114,18,< 0.003,< 0.002,< 0.008,6.45,2.7,< 0.004,8.05,0.062,132,1.7,14.1,0.3,0.136,< 0.002,0.023
S98_04204,RIP3147,7/5/1998,90.86,23.097,1970,STW,19,Chittagong,Lakshmipur,Ramganj,Sonapur,Angarpara,2516595052,126,0.02,< 0.1,0.012,32,< 0.003,< 0.002,< 0.008,2.17,9.5,< 0.004,44.8,0.753,14.7,1,19.3,< 0.2,0.226,< 0.002,0.3
S98_02596,RIP3059,26/04/1998,91.047,23.702,1998,STW,30,Chittagong,Comilla,Debidwar,U. Barashalghar,I. Barashalghar,2194005486,127,< 0.04,0.04,0.011,25.6,< 0.008,< 0.02,< 0.008,4.46,6,< 0.003,29.4,0.256,17.5,0.7,20.1,0.3,0.195,< 0.006,0.012
S98_03126,RIP1078,25/03/1998,89.618,22.672,1980,STW,16,Khulna,Bagerhat,Fakirhat,Subhadia,Tekatia,4013484980,127,< 0.04,0.04,0.098,104,< 0.008,< 0.02,< 0.008,0.452,3.1,< 0.003,22.4,0.401,15.5,0.4,15.7,< 0.2,0.287,< 0.006,0.013
S98_04399,RIP3369,19/05/1998,91.393,22.849,1990,STW,12,Chittagong,Feni,Sonagazi,Sonagazi,Char ganesh,2309485248,127,0.02,0.9,0.006,4.7,< 0.003,< 0.002,< 0.008,0.609,11.4,0.006,9.88,0.025,363,12,15,1,0.059,0.004,0.009
S99_07066,RIP7066,20/05/1999,91.0503,24.6572,1992,HTW,83.8,Dhaka,Netrokona,Khaliajuri,Gazipur,Gazipur,3723827341,127,0.01,0.6,0.05,11.2,< 0.003,< 0.002,< 0.008,1.83,2,0.006,5.1,0.045,185,2.2,17.2,0.4,0.0783,< 0.002,0.022
S98_03153,RIP1108,31/03/1998,89.81,22.898,1992,STW,18,Khulna,Bagerhat,Mollahat,Atjuri,Kamargram,4015609485,128,< 0.04,0.06,0.258,138,< 0.008,< 0.02,< 0.008,7.96,4.7,0.003,32.2,0.152,114,1.1,21.7,2.7,0.394,< 0.006,0.012
S98_03675,RIP1725,10/5/1998,90.291,23.174,1997,STW,23,Dhaka,Madaripur,Madaripur Sadar,Khoajpur,Khoajpur,3545453585,128,0.05,< 0.1,0.142,131,< 0.003,< 0.002,< 0.008,0.602,5.1,0.005,24.5,1.18,16.1,0.3,17.5,1.1,0.403,< 0.002,0.016
S98_03775,RIP1841,13/05/1998,90.303,23.305,1978,STW,25,Dhaka,Shariatpur,Zanjira,Mulna,Boalia,3869458148,128,0.07,< 0.1,0.187,187,< 0.003,< 0.002,< 0.008,8.09,6.3,< 0.004,36.6,2.03,19.2,0.6,17.3,1.4,0.62,< 0.002,0.021
S98_03825,RIP1897,17/05/1998,89.708,23.584,1993,STW,34,Dhaka,Faridpur,Madhukhali,Raipur,Baragopaldi,3295684114,128,0.05,< 0.1,0.072,78.7,< 0.003,< 0.002,< 0.008,4.61,3.3,0.004,32.8,0.506,14.1,0.8,22.2,< 0.2,0.431,< 0.002,0.015
S98_04197,RIP3139,5/5/1998,90.799,23.204,1988,STW,15,Chittagong,Chandpur,Faridganj,Paschim Subidpur,Sajanamegh,2134595854,128,0.07,0.1,0.054,49.7,< 0.003,< 0.002,< 0.008,8.93,7.2,0.007,43.8,0.149,128,1.4,28.4,5,0.319,< 0.002,0.021
S98_03037,RIP0621,11/6/1998,90.335,23.614,1994,STW,79,Dhaka,Munshiganj,Serajdikhan,Keyan,Sikarpur,3597447930,129,< 0.04,0.06,0.215,62.9,< 0.008,< 0.02,< 0.008,2.15,3.8,< 0.003,26.2,0.176,116,0.7,12.2,< 0.2,0.354,< 0.006,< 0.008
S98_03158,RIP1114,1/4/1998,89.665,22.579,1986,STW,14,Khulna,Bagerhat,Rampal,Banshtali,Talbunia,4017311948,129,< 0.04,0.3,0.219,157,< 0.008,< 0.02,< 0.008,4.29,11.1,0.004,69.1,0.266,668,2.8,13.7,146,0.634,< 0.006,< 0.008
S98_03465,RIP1480,20/04/1998,89.209,23.54,1996,STW,37,Khulna,Jhenaidah,Jhenaidah Sadar,Porahati,Porahati,4441979824,129,< 0.01,0.03,0.18,110,< 0.003,0.003,< 0.008,4.58,3.9,0.005,36.4,0.499,19,0.1,18.8,0.6,0.429,0.003,0.011
S98_02472,RIP1016,25/03/1998,89.325,22.576,1991,STW,49,Khulna,Khulna,Paikgachha,Soladana,Paikgachha,4476489772,130,< 0.04,0.19,0.706,193,< 0.008,< 0.02,< 0.008,6.75,14.6,0.008,114,0.127,513,2.1,20.6,0.9,1.15,< 0.006,0.01
S98_03050,RIP0638,10/6/1998,90.307,23.576,1994,STW,56,Dhaka,Munshiganj,Srinagar,Sholaghar,Kentkhali,3598481507,130,0.04,0.05,0.172,71.8,< 0.008,< 0.02,< 0.008,12.3,4.5,0.005,33.4,0.138,19.1,1.8,24,1.2,0.262,< 0.006,0.034
S98_03226,RIP1194,31/03/1998,89.774,22.663,1984,STW,29,Khulna,Bagerhat,Bagerhat Sadar,Shat Gambuj,Ranbijoypur,4010894830,130,< 0.01,0.03,0.151,119,< 0.003,< 0.002,< 0.008,4.4,11.3,< 0.003,24.8,0.822,12.1,0.4,18.9,9.5,0.27,< 0.002,0.021
S98_03376,RIP1380,16/04/1998,88.758,23.544,1997,STW,38,Khulna,Chuadanga,Damurhuda,Kuralgachhi,Khorda Piratappu,4183171650,130,< 0.04,0.03,0.356,147,< 0.008,< 0.02,< 0.008,6.57,3.8,< 0.003,40.4,0.276,21.9,0.8,17.4,5.2,0.549,< 0.006,< 0.008
S98_03278,RIP1254,17/04/1998,88.956,23.501,1991,STW,43,Khulna,Jhenaidah,Kotchandpur,Dora,Bhumara,4444227208,131,< 0.04,0.03,0.238,135,< 0.008,< 0.02,< 0.008,4.11,4.3,< 0.003,29.3,0.774,34.2,0.4,16.1,23.8,0.384,< 0.006,< 0.008
S98_04339,RIP3299,14/05/1998,90.982,23.11,1996,STW,13,Chittagong,Noakhali,Chatkhil,Badalkot,Nischintapur,2751009677,131,0.48,0.3,0.009,16.5,< 0.003,< 0.002,0.026,0.557,13,< 0.004,27.2,0.079,191,2.1,16.1,0.8,0.146,< 0.002,0.046
S99_04148,RIP4148,30/05/1999,90.0293,24.0455,1995,HTW,24.4,Dhaka,Tangail,Mirzapur,Uarsi,Mostafapur,3936694711,131,0.08,< 0.1,0.123,73.4,< 0.003,< 0.002,< 0.008,2.1,4.4,0.007,32.8,3.39,11.5,0.8,26.7,16.7,0.275,< 0.002,0.069
S98_00821,"RIP1966, BTS252",14/03/1998,89.7178,23.5753,1997,Private HP TW,18.3,Dhaka,Faridpur,Faridpur Sadar,Krishnanagar,Bhabukdia,3294771114,132,< 0.04,0.03,0.151,122,< 0.008,< 0.02,0.009,5.57,3.3,< 0.003,27.5,0.651,17.6,1.1,14.4,< 0.2,0.357,< 0.006,0.009
S98_03369,RIP1372,14/04/1998,89.138,23.17,1990,STW,25,Khulna,Jessore,Jessore Sadar,Diara,Alamnagar,4414735019,132,< 0.04,0.03,0.15,119,< 0.008,< 0.02,< 0.008,4.68,5.6,0.003,27.7,0.892,17.5,1.1,15.9,< 0.2,0.378,< 0.006,< 0.008
S98_03731,RIP1789,16/05/1998,89.773,23.238,1985,STW,34,Dhaka,Gopalganj,Kashiani,Sajail,Bhattadhoba,3354388134,132,0.08,< 0.1,0.259,143,< 0.003,< 0.002,< 0.008,12.3,4.4,0.004,28.7,0.242,23.5,0.9,17.1,3.6,0.423,< 0.002,0.023
S98_03793,RIP1860,17/05/1998,89.755,23.363,1993,STW,30,Dhaka,Faridpur,Boalmari,Parameshwardi,Joypasa,3291875483,132,0.01,< 0.1,0.157,86.7,< 0.003,< 0.002,< 0.008,2.86,4.7,< 0.004,23.5,0.38,18.6,1.1,19.5,1.8,0.32,< 0.002,0.016
S98_04268,RIP3220,13/05/1998,91.055,22.846,1976,STW,9,Chittagong,Noakhali,Noakhali Sadar,Noannai,Ratanpur,2758785770,132,< 0.01,0.2,0.027,72.5,< 0.003,< 0.002,< 0.008,1.72,22.3,0.011,101,0.927,223,0.9,21.9,0.5,0.689,< 0.002,0.038
S98_02469,RIP0118,23/04/1998,90.132,23.651,1994,STW,20,Dhaka,Dhaka,Nawabganj (Dh),Bandura,Magirkanda,3266220637,133,< 0.04,0.03,0.107,74.1,< 0.008,< 0.02,< 0.008,1.56,1.9,0.004,21.1,1.41,76.2,0.6,17.1,1,0.61,< 0.006,0.013
S98_02641,RIP0331,24/05/1998,91.691,24.593,1997,DTW,113,Sylhet,Maulvibazar,Maulvi Bazar Sadar,Khalilpur,Nachirpur,6587458730,133,< 0.04,0.02,0.062,10.3,< 0.008,< 0.02,< 0.008,1.23,1,< 0.003,8.4,0.069,110,2.8,11.3,0.6,0.0948,< 0.006,0.009
S98_02668,RIP0601,9/6/1998,90.334,23.467,1984,DTW,92,Dhaka,Munshiganj,Lohajang,Lohajang,Bara noapara,3594479097,133,0.05,0.14,0.131,45.6,< 0.008,< 0.02,< 0.008,1.88,7,0.006,34.3,0.116,183,1.1,14.5,0.4,0.322,< 0.006,0.013
S98_03736,RIP1795,13/05/1998,90.325,23.206,1947,STW,16,Dhaka,Shariatpur,Palong,Tulashar,Barail,3866995124,133,0.06,< 0.1,0.212,189,< 0.003,< 0.002,< 0.008,1.77,6.8,0.005,42.9,1.01,42.1,0.5,16.4,< 0.2,0.671,< 0.002,0.04
