"FIPS","x","y","cancer","poverty","smoking","PM25","NO2"
42013,1475160.90260436,2078209.20506276,65.95545263,13.3,27.3,11.6,3.583
13257,1153423.38453119,1354138.05141252,83.44253787,16.7,27.7,12.88,1.225
37047,1576210.28402186,1388925.41518142,80.34089843,21.1,29.8,10.76,1.026
12103,1306601.26879304,631464.86234755,69.8143434,11.4,27.7,10.03,1.734
37071,1330908.7009723,1463722.59623429,81.9266472,14.2,28.2,12.69,2.564
45025,1433973.06171625,1406304.15786528,81.00066352,20.6,30.5,12.99,1.59
12017,1317000.04894252,735647.03419896,75.21728616,13.3,30.1,10.14,1.088
36111,1775867.93020497,2302403.31002685,61.96495279,11.2,24.7,8.93,1.638
37021,1205489.36678368,1480787.54413202,61.70119877,13.5,26.3,10.06,1.28
37015,1686744.85193223,1615496.92612424,70.37898272,23.3,26.4,11.64,1.457
34031,1794089.08252891,2208556.38238708,52.31508148,13.4,21.3,10.54,5.756
45017,1395339.6577679,1290613.60329478,53.39861838,17,24.9,11.51,1.558
36087,1813564.8187518,2226668.66859289,44.09907808,10.3,17.9,10.59,4.631
51057,1647038.65212806,1822048.17094594,74.48373474,12.6,25.5,11.66,2.629
37135,1498854.67563445,1579049.04379972,59.27937486,13.9,16.3,13.22,2.183
34037,1759786.53339209,2212712.26098077,63.06435411,4.6,22.7,9.25,2.979
13123,1046569.81177032,1355924.32908748,64.15759907,14.7,29,12.58,1.231
13295,969740.27325634,1351864.50632553,95.04581612,14.8,29.4,12.9,2.37
45047,1265105.2233469,1324705.80630111,65.95572261,15.1,26.7,12.56,1.181
51097,1656798.07109894,1798464.49483188,76.08559706,12.2,27.8,11.71,2.513
42099,1566640.72202973,2086593.72491661,70.30815614,8.3,25.5,12.33,3.14
13047,982225.86894464,1372225.10810726,73.75445434,11.3,28,13,2.616
37099,1156077.93779902,1437274.96044575,57.85741889,16.9,26,10.3,0.899
13209,1259366.38079624,1100453.58322364,87.94883523,21.8,24.4,12.96,0.675
13237,1164434.82251336,1216682.79656322,66.56088138,15.1,25.3,13.02,1.505
12079,1197706.14268449,897782.81789431,74.91195585,20.9,28.3,11.86,0.627
51163,1436054.54875654,1767464.30864017,61.38935454,10.4,24.2,10.83,1.547
37137,1729079.6427987,1519154.32250101,64.71401014,16.1,26.8,9.21,0.905
13197,1071814.99861775,1095905.64870963,65.1594816,21.6,29.2,13.03,0.782
34025,1820299.02477965,2125684.59604407,60.51834787,6.1,21.6,11.89,4.773
13217,1117382.24938956,1236773.73292011,75.75913064,11.7,25.3,13.04,2.399
13249,1092478.70465543,1088370.42776714,75.70133996,17.8,27.8,13.01,0.84
51143,1459738.42266654,1658545.82177629,72.73879267,12.8,29,11.93,2.196
51167,1222483.58539012,1632905.45599025,83.12525746,18.1,29.9,10.61,1.674
13287,1164606.54176093,1036137.60824693,75.49351427,27.1,28.3,13.05,0.772
54105,1249192.8152614,1873699.74599377,90.85349389,18.8,30.5,12.12,2.813
51025,1594645.85575053,1677031.06357955,74.54363365,20.1,28.4,12.17,1.574
51093,1690124.33691146,1710628.89554925,69.55671829,8.8,21.6,11.86,2.153
24035,1699831.30041337,1961649.53763735,67.85748086,6.3,22.3,13.94,4.483
13125,1235765.26907029,1216094.35060313,70.71115,16,29.5,12.98,1.324
42091,1727248.16975382,2098844.02632226,53.56065235,5.5,20.5,12.29,5.368
37025,1385195.63162874,1483013.97616865,67.72617203,10.2,24.1,13.31,2.85
42011,1676333.76603753,2111342.48254962,56.93485161,10.5,24.2,11.4,4.901
45015,1479695.43980009,1250590.85066505,73.18722517,12.7,27.2,10.38,1.226
54049,1336346.90868452,1943122.14688364,80.28121378,16.1,26.4,12.91,3.427
51087,1617200.63967719,1769762.46206774,63.42030127,7.9,20.9,13.14,3.143
36119,1835028.3881729,2232826.67136686,46.00106849,8.4,18.4,10.54,5.057
13185,1211163.78928868,943251.36623971,80.09263042,19.6,25,12.49,0.693
12029,1239772.68670769,809786.62448889,92.62416908,22.6,34.4,10.6,0.599
